date,nav,shares_outstanding,shares_change,total_net_assets,estimated_flow_eur,flow_pct_assets,flow_zscore,flow_5d,flow_20d
2006-02-16,55.780971,49652500.0,0.0,2769664674.79,0.0,0.0,-0.0032443114964870127,12217.13063999851,2716224.112684998
2006-02-17,55.840828,50402500.0,750000.0,2814517333.83,41880621.0,0.014880214272124869,0.9135788205357752,8388341.330639998,4810255.162684998
2006-02-20,55.825355,50402500.0,0.0,2813737447.55,0.0,0.0,-0.010937117903184577,8388341.330639998,4810255.162684998
2006-02-21,55.893477,50403900.0,1400.0,2817249227.9,78250.86779999999,2.7775628448154306e-05,-0.0092257850618493,8391774.373559998,4811340.566044998
2006-02-22,56.481089,50403900.0,0.0,2846867177.83,0.0,0.0,-0.010940849940095516,8391774.373559998,4811340.566044998
2006-02-23,56.440603,50403900.0,0.0,2844826534.48,0.0,0.0,-0.010940849940095516,8391774.373559998,4811340.566044998
2006-02-24,56.564807,50403900.0,0.0,2851086882.62,0.0,0.0,-0.010940849940095516,15650.173559998508,4811340.566044998
2006-02-27,56.991496,50403900.0,0.0,2872593673.27,0.0,0.0,-0.010940849940095516,15650.173559998508,4811340.566044998
2006-02-28,55.842802,50406150.0,2250.0,2814820630.4,125646.3045,4.463741069076399e-05,-0.008190615891839429,25129.26089999851,4811335.281224999
2006-03-01,56.522502,50406150.0,0.0,2849081712.69,0.0,0.0,-0.010957573353842662,25129.26089999851,7570298.381224999
2006-03-02,55.721685,50406150.0,0.0,2808715616.44,0.0,0.0,-0.010957573353842662,25129.26089999851,7570298.381224999
2006-03-03,55.123865,50406150.0,0.0,2778581814.85,0.0,0.0,-0.010957573353842662,25129.26089999851,7570298.381224999
2006-03-06,55.437314,50406150.0,0.0,2794381564.9,0.0,0.0,-0.010957573353842662,25129.26089999851,2110013.2812249986
2006-03-07,55.294634,50407250.0,1100.0,2787250458.19,60824.0974,2.1822257566152948e-05,-0.00960984880421559,12164.81947999851,2110321.3961449983
2006-03-08,54.659391,50407250.0,0.0,2755229601.18,0.0,0.0,-0.010947040791963559,12164.81947999851,2110321.3961449983
2006-03-09,55.2262,50407250.0,0.0,2783800889.66,0.0,0.0,-0.010947040791963559,12164.81947999851,2110321.3961449983
2006-03-10,55.926352,50407250.0,0.0,2819093606.13,0.0,0.0,-0.006729321732280304,12164.81947999851,2110321.3961449983
2006-03-13,56.409979,50407250.0,0.0,2843471938.18,0.0,0.0,-0.006729321732280304,12164.81947999851,2110321.3961449983
2006-03-14,56.561201,50409250.0,2000.0,2851207736.6,113122.40199999999,3.967525780317076e-05,0.011268963609114887,22624.48039999851,2112923.2335849986
2006-03-15,56.826853,50409250.0,0.0,2864599032.03,0.0,0.0,0.008784951542943679,22624.48039999851,2112923.2335849986
2006-03-16,56.820031,50409250.0,0.0,2864255145.07,0.0,0.0,0.008784951542943679,22624.48039999851,2112923.2335849986
2006-03-17,56.671303,50409250.0,0.0,2856757891.53,0.0,0.0,0.008784951542943679,22624.48039999851,18892.183584998507
2006-03-20,56.867066,50409250.0,0.0,2866626144.78,0.0,0.0,0.008784951542943679,22624.48039999851,18892.183584998507
2006-03-21,56.954193,50410000.0,750.0,2871060880.24,42715.64475,1.4878000339174027e-05,0.009716034371921999,8543.12894999851,17115.422432498508
2006-03-22,57.150973,50410000.0,0.0,2880980523.7,0.0,0.0,0.008791179569069373,8543.12894999851,17115.422432498508
2006-03-23,57.293344,50410000.0,0.0,2888157458.64,0.0,0.0,0.02430060920666768,8543.12894999851,17115.422432498508
2006-03-24,57.543827,50410000.0,0.0,2900784316.58,0.0,0.0,0.02430060920666768,8543.12894999851,17115.422432498508
2006-03-27,56.956574,48410000.0,-2000000.0,2757267745.23,-113913148.0,-0.04131377817662674,-2.5272805257178064,-22774086.47105,-5678541.977567501
2006-03-28,56.748066,48412400.0,2400.0,2747310074.38,136195.3584,4.9574075991671936e-05,0.04813103384805139,-22755390.52832,-5678014.524872501
2006-03-29,56.980416,48412400.0,0.0,2758558676.11,0.0,0.0,0.0450573619684008,-22755390.52832,-5678014.524872501
2006-03-30,57.648804,48412400.0,0.0,2790916963.01,0.0,0.0,0.0450573619684008,-22755390.52832,-5678014.524872501
2006-03-31,57.511667,48412400.0,0.0,2784277815.61,0.0,0.0,0.065822852863911,-22755390.52832,-5678014.524872501
2006-04-03,58.030809,48412400.0,0.0,2809410718.52,0.0,0.0,0.065822852863911,27239.07168,-5678014.524872501
2006-04-04,57.932613,48413650.0,1250.0,2804729271.03,72415.76625,2.581916443700331e-05,0.08850603620896909,14483.15325,-5677434.941430001
2006-04-05,58.080302,47413650.0,-1000000.0,2753799118.14,-58080302.0,-0.021090972692020184,-1.2703415306974233,-11601577.24675,-8581450.04143
2006-04-06,58.101086,47413650.0,0.0,2754784546.98,0.0,0.0,0.09763746583553515,-11601577.24675,-8581450.04143
2006-04-07,57.344991,47413650.0,0.0,2718935345.77,0.0,0.0,0.09763746583553515,-11601577.24675,-8581450.04143
2006-04-10,57.83055,47413650.0,0.0,2741957454.61,0.0,0.0,0.09763746583553515,-11601577.24675,-8581450.04143
2006-04-11,56.917075,47415150.0,1500.0,2698731646.06,85375.61249999999,3.1635458317852275e-05,0.09967210067462966,-11598985.2775,-8582837.380905
2006-04-12,56.84729,47415150.0,0.0,2695422759.81,0.0,0.0,0.09763237615439917,17075.122499999998,-8582837.380905
2006-04-13,57.013784,47415150.0,0.0,2703317134.26,0.0,0.0,0.09763237615439917,17075.122499999998,-8582837.380905
2006-04-18,56.858581,47415150.0,0.0,2695958165.04,0.0,0.0,0.09763237615439917,17075.122499999998,-8582837.380905
2006-04-19,57.736661,47415250.0,100.0,2737598197.22,5773.6660999999995,2.1090261185381744e-06,0.0977680184464034,18229.85572,-8582548.697600001
2006-04-20,58.406056,45615250.0,-1800000.0,2664206823.81,-105130900.8,-0.03946048777461486,-2.3871087239813735,-21025025.42678,-13841229.519837502
2006-04-21,58.708956,45615250.0,0.0,2678023727.74,0.0,0.0,0.12614376965856602,-21025025.42678,-13841229.519837502
2006-04-24,58.557383,45615250.0,0.0,2671109678.94,0.0,0.0,0.14740776209230796,-21025025.42678,-13841229.519837502
2006-04-25,58.554376,44872930.0,-742320.0,2627506422.22,-43466084.39232,-0.016542712902522683,-0.9180034407568538,-29718242.305244,-16014533.7394535
2006-04-26,58.826909,46072930.0,1200000.0,2710328072.85,70592290.8,0.02604566270302837,1.807122501064797,-15600938.878464002,-6789261.799453502
2006-04-27,58.447323,46072930.0,0.0,2692839402.28,0.0,0.0,0.13979264441811448,5425241.281535998,-6796071.567373501
2006-04-28,57.890348,34188930.0,-11884000.0,1979209056.82,-687968895.6320001,-0.34759789182521295,-9.734176498755346,-132168537.84486401,-41194516.348973505
2006-05-02,58.144018,34188930.0,0.0,1987881759.55,0.0,0.0,0.14438783491859972,-132168537.84486401,-41194516.348973505
2006-05-03,57.353016,44983930.0,10795000.0,2579964072.65,619125807.7199999,0.23997458502748345,5.829285942292953,349840.5775999784,-10238225.96297351
2006-05-04,58.028777,44983930.0,0.0,2610362444.46,0.0,0.0,0.07388792493391867,-13768617.58240003,-10238225.96297351
2006-05-05,58.739087,44983930.0,0.0,2642314961.58,0.0,0.0,0.07388792493391867,-13768617.58240003,-10241846.751286011
2006-05-08,58.879464,44983930.0,0.0,2648629675.89,0.0,0.0,0.0738904781329431,123825161.54399998,-7337831.651286012
2006-05-09,59.001628,46483930.0,1500000.0,2742627534.53,88502442.0,0.032269216612807954,0.8388726865104197,141525649.94399998,-2912709.551286012
2006-05-10,58.78673,46483930.0,0.0,2732638240.81,0.0,0.0,0.06724127937215459,17700488.4,-2912709.551286012
2006-05-11,58.176572,46483930.0,0.0,2704275700.42,0.0,0.0,0.06724127937215459,17700488.4,-2912709.551286012
2006-05-12,56.846162,46483930.0,0.0,2642433024.15,0.0,0.0,0.06724127937215459,17700488.4,-2916978.3319110116
2006-05-15,56.27634,50483930.0,4000000.0,2841050795.15,225105360.0,0.07923313457974095,1.9149173723897963,62721560.4,8338289.6680889875
2006-05-16,56.226937,51983930.0,1500000.0,2922897144.44,84340405.5,0.02885507129815847,0.7169310783983776,61889153.1,12555309.943088988
2006-05-17,54.312859,51983930.0,0.0,2823395839.53,0.0,0.0,0.03639104429254251,61889153.1,12555309.943088988
2006-05-18,54.440875,51983930.0,0.0,2830050623.9,0.0,0.0,0.03639104429254251,61889153.1,12555021.259783987
2006-05-19,54.500283,53483930.0,1500000.0,2914889344.61,81750424.5,0.028045807176580097,0.6909347377459292,78239238.0,21899087.524783988
2006-05-22,53.288635,53483930.0,0.0,2850085630.28,0.0,0.0,0.030825262327274828,33218166.0,21899087.524783988
2006-05-23,54.559119,53484430.0,500.0,2918063401.65,27279.559500000003,9.348515006416567e-06,0.031043464295891044,16355540.8119,21900451.502758987
2006-05-24,53.682085,54484430.0,1000000.0,2924837813.69,53682085.0,0.018353867263591696,0.46218879962442866,27091957.8119,26757859.972374983
2006-05-25,54.823489,54484430.0,0.0,2987026534.25,0.0,0.0,0.030289940432662317,27091957.8119,23228245.432374984
2006-05-26,55.614006,55698534.0,1214104.0,3097618607.04,67521187.140624,0.02179777296894062,0.5382954733417771,24246110.3400248,26604304.789406188
2006-05-29,55.293069,56298534.0,600000.0,3112918735.7,33175841.400000002,0.010657471079963728,0.27429562861360224,30881278.6200248,62661541.64100619
2006-05-30,54.018999,56301034.0,2500.0,3041325500.06,135047.4975,4.4404157824388e-05,0.02492737411948933,30902832.2076248,62668294.015881196
2006-05-31,54.694529,56301034.0,0.0,3079358562.18,0.0,0.0,0.02112696507287082,20166415.2076248,31712003.629881192
2006-06-01,54.835823,57301034.0,1000000.0,3142149342.38,54835823.0,0.017451692146008876,0.42757849575872653,31133579.8076248,34453794.779881194
2006-06-02,54.638142,57301034.0,0.0,3130822026.35,0.0,0.0,-0.0012844111724280955,17629342.3795,34453794.779881194
2006-06-05,54.005203,57301034.0,0.0,3094553986.8,0.0,0.0,-0.001278211709620192,10994174.099499999,34453794.779881194
2006-06-06,52.867717,57302750.0,1716.0,3029465575.05,90721.002372,2.994620672344253e-05,-0.020119001599921638,10985308.8004744,30033208.72999979
2006-06-07,53.262504,57302750.0,0.0,3052087944.47,0.0,0.0,-0.020854600894495548,10985308.8004744,30033208.72999979
2006-06-08,51.718905,57302750.0,0.0,2963635478.87,0.0,0.0,-0.020854600894495548,18144.2004744,30033208.72999979
2006-06-09,52.49494,57302750.0,0.0,3008104451.45,0.0,0.0,-0.020851125527468484,18144.2004744,30033208.72999979
2006-06-12,51.835938,57602750.0,300000.0,2985892578.69,15550781.4,0.005208084681607197,0.10601765656386754,3128300.4804744003,19555479.799999796
2006-06-13,50.844502,57604850.0,2100.0,2928889899.59,106773.4542,3.6455263891943036e-05,-0.021019983248814194,3131510.97084,15343798.197709793
2006-06-14,50.97736,53604850.0,-4000000.0,2732633712.35,-203909440.0,-0.07462011431625161,-1.8137110339297482,-37650377.02916,5148326.197709794
2006-06-15,52.093653,56104850.0,2500000.0,2922706589.09,130234132.50000001,0.044559427547788535,1.0585454102214227,-11603550.529159997,11660032.822709795
2006-06-16,51.649529,56104850.0,0.0,2897789078.48,0.0,0.0,-0.0092941115926424,-11603550.529159997,7572511.597709795
2006-06-19,52.255385,56104850.0,0.0,2931780554.39,0.0,0.0,-0.009289972774911611,-14713706.809159998,7572511.597709795
2006-06-20,52.777644,56104850.0,0.0,2961081799.5,0.0,0.0,-0.009289972774911611,-14735061.499999996,7571147.619734794
2006-06-21,52.871514,57104850.0,1000000.0,3019219892.61,52871514.0,0.01751164733956976,0.4099249627835739,36621129.3,7530619.069734794
2006-06-22,53.159621,57104850.0,0.0,3035672199.91,0.0,0.0,-0.012806118576033398,10574302.8,7530619.069734794
2006-06-23,53.124061,57104850.0,0.0,3033641558.1,0.0,0.0,-0.012800328082563834,10574302.8,4154559.7127035954
2006-06-26,52.978264,58104850.0,1000000.0,3078294084.71,52978264.0,0.01721026729159666,0.39892429833092763,21169955.6,5144680.842703595
2006-06-27,52.445074,58106750.0,1900.0,3047412828.36,99645.6406,3.2698438384413254e-05,-0.015469268224278021,21189884.72812,5142910.7498585945
2006-06-28,52.422944,58106750.0,0.0,3046126894.75,0.0,0.0,-0.016258076527133104,10615581.92812,5142910.7498585945
2006-06-29,53.621642,58106750.0,0.0,3115779322.5,0.0,0.0,-0.016258076527133104,10615581.92812,2401119.5998585955
2006-06-30,54.596913,58106750.0,0.0,3172449153.63,0.0,0.0,-0.01625518297524578,10615581.92812,2401119.5998585955
2006-07-03,54.878499,56606750.0,-1500000.0,3106493474.52,-82317748.5,-0.02649860660425798,-0.6490126728591085,-16443620.571880002,-1714767.8251414045
2006-07-04,55.035166,56608550.0,1800.0,3115460969.69,99063.29879999999,3.179731659737568e-05,-0.0101493120307942,-16443737.04024,-1714350.7103200045
2006-07-05,54.041947,56608550.0,0.0,3059236236.85,0.0,0.0,-0.006879480515820238,-16443737.04024,-1714350.7103200045
2006-07-06,54.712648,56608550.0,0.0,3097203694.63,0.0,0.0,-0.006879480515820238,-16443737.04024,-1714350.7103200045
2006-07-07,54.581552,56608550.0,0.0,3089782527.44,0.0,0.0,-0.006874220690680683,-16443737.04024,-1714350.7103200045
2006-07-10,54.816,56608550.0,0.0,3103054286.15,0.0,0.0,-0.011015001438416038,19812.65976,-2491889.7803200046
2006-07-11,53.948501,56609750.0,1200.0,3054011173.1,64738.2012,2.1197761740434937e-05,-0.010507774407399735,12947.64024,-2493991.5429700045
2006-07-12,54.157503,56909750.0,300000.0,3082089982.59,16247250.9,0.005271504398566197,0.11511275317926982,3262397.82024,8513843.002029996
2006-07-13,53.098194,56909750.0,0.0,3021804934.96,0.0,0.0,-0.012078579117979354,3262397.82024,2002136.3770299945
2006-07-14,52.088679,58289750.0,1380000.0,3036236086.15,71882377.02,0.02367483126489946,0.5536739465137794,17638873.224239998,5596255.228029994
2006-07-17,52.037543,58289750.0,0.0,3033255343.29,0.0,0.0,-0.01681239959816705,17638873.224239998,5596255.228029994
2006-07-18,51.844115,57289750.0,-1000000.0,2970136377.04,-51844115.0,-0.0174551294683873,-0.4335738528768097,7257102.584000001,3004049.478029994
2006-07-19,53.212194,57289750.0,0.0,3048513287.01,0.0,0.0,-0.01329671388195837,4007652.403999999,360473.77802999393
2006-07-20,53.274636,57289750.0,0.0,3052090556.94,0.0,0.0,-0.01329671388195837,4007652.403999999,360473.77802999393
2006-07-21,52.363776,57289750.0,0.0,2999907609.86,0.0,0.0,-0.013287226488794148,-10368823.0,360473.77802999393
2006-07-24,53.583376,57289750.0,0.0,3069778190.15,0.0,0.0,-0.017517978154654747,-10368823.0,-2288439.421970006
2006-07-25,53.46516,57290100.0,350.0,3063024351.12,18712.806,6.109257993054359e-06,-0.01737194194180167,3742.5612,-2292486.0637000063
2006-07-26,53.631517,57290100.0,0.0,3072554967.45,0.0,0.0,-0.017519205731082607,3742.5612,-2292486.0637000063
2006-07-27,54.361035,57290100.0,0.0,3114349117.4,0.0,0.0,-0.009464144067743412,3742.5612,-2292486.0637000063
2006-07-28,54.80604,57290100.0,0.0,3139843508.97,0.0,0.0,-0.009460082327853279,3742.5612,-2292486.0637000063
2006-07-31,54.5792,57291100.0,1000.0,3126902380.65,54579.2,1.7454718234169634e-05,-0.009041226175383997,14658.401199999998,1826130.3212999937
2006-08-01,53.76023,56792800.0,-498300.0,3053194010.75,-26788722.609,-0.008773999462425089,-0.21996602561779424,-5346828.6818,481741.0259099938
2006-08-02,54.567948,55992800.0,-800000.0,3055412201.29,-43654358.4,-0.014287551244826821,-0.3502951387726914,-14077700.3618,-1700976.8940900061
2006-08-03,54.175992,55992800.0,0.0,3033465466.62,0.0,0.0,-0.004809677404659578,-14077700.3618,-1700976.8940900061
2006-08-04,54.972947,55992800.0,0.0,3078089234.31,0.0,0.0,-0.004805213120313543,-14077700.3618,-1700976.8940900061
2006-08-07,54.046758,55992800.0,0.0,3026229323.58,0.0,0.0,-0.004805213120313543,-14088616.2018,-1700976.8940900061
2006-08-08,54.289074,55994050.0,1250.0,3039865134.66,67861.3425,2.2323800397016656e-05,-0.004269902646233841,-8717299.4115,-1700820.7370250062
2006-08-09,54.777601,55994050.0,0.0,3067219721.56,0.0,0.0,-0.0018122081334004322,13572.2685,-2513183.282025006
2006-08-10,54.087218,55994050.0,0.0,3028562362.36,0.0,0.0,-0.0018122081334004322,13572.2685,-2513183.282025006
2006-08-11,54.064596,55994050.0,0.0,3027295692.78,0.0,0.0,-0.0018066081361406473,13572.2685,-6107302.133025005
2006-08-14,54.675068,55994050.0,0.0,3061478470.08,0.0,0.0,-0.0018066081361406473,13572.2685,-6107302.133025006
2006-08-15,55.489357,55994050.0,0.0,3107073854.01,0.0,0.0,-0.0018066081361406473,0.0,-3515096.3830250064
2006-08-16,55.836269,55994050.0,0.0,3126498833.27,0.0,0.0,-0.0018066081361406473,0.0,-3515096.3830250064
2006-08-17,56.033592,56494050.0,500000.0,3165564528.14,28016796.0,0.0088504896207129,0.2104964067542958,5603359.2,-2114256.583025006
2006-08-18,55.875003,56494050.0,0.0,3156605194.37,0.0,0.0,-0.0035813270839162637,5603359.2,-2114256.583025006
2006-08-21,55.661216,54494050.0,-2000000.0,3033205067.39,-111322432.0,-0.03670125478716488,-0.8810470694569225,-16661127.2,-7680378.183025005
2006-08-22,55.887426,54494800.0,750.0,3045574079.24,41915.5695,1.3762781140578827e-05,0.004133281262128529,-16652744.0861,-7679218.044850005
2006-08-23,55.475381,53494800.0,-1000000.0,2967644389.92,-55475381.0,-0.018693405850252656,-0.44276446844355843,-27747820.2861,-10452987.094850007
2006-08-24,55.845377,53494800.0,0.0,2987437271.75,0.0,0.0,0.007550936309699039,-33351179.4861,-10452987.094850007
2006-08-25,55.820048,53494800.0,0.0,2986082277.81,0.0,0.0,0.007555317303725814,-33351179.4861,-10452987.094850007
2006-08-28,56.237419,53494800.0,0.0,3008409499.37,0.0,0.0,0.007555317303725814,-11086693.0861,-10455716.054850006
2006-08-29,56.1606,53497275.0,2475.0,3004439066.74,138997.48500000002,4.6264038614975403e-05,0.008660508413150822,-11067276.703,-9109330.050150005
2006-08-30,56.357355,53433754.0,-63521.0,3011385044.59,-3579875.5469549997,-0.0011887804096610965,-0.02085245712053823,-688175.6123909999,-7105605.907497756
2006-08-31,56.280671,53433754.0,0.0,3007287544.58,0.0,0.0,0.007784659965499163,-688175.6123909999,-7105605.907497756
2006-09-01,56.442465,51933754.0,-1500000.0,2931269110.28,-84663697.5,-0.02888294943752632,-0.6808439042597607,-17620915.112391002,-11338790.782497758
2006-09-04,56.76076,51933754.0,0.0,2947799345.66,0.0,0.0,0.013564039830005313,-17620915.112391002,-11338790.782497758
2006-09-05,56.514151,52435354.0,501600.0,2963339503.78,28347498.141599998,0.009566064943095542,0.24157658222189793,-11979214.981071,-9924808.942542758
2006-09-06,55.83187,52535354.0,100000.0,2933147053.16,5583187.0,0.0019034800842954679,0.05701502819680414,-10146602.471680002,-9645649.592542756
2006-09-07,55.453861,52535354.0,0.0,2913288192.3,0.0,0.0,0.01126317703519625,-10146602.471680002,-9645649.592542756
2006-09-08,55.660463,52535354.0,0.0,2924142135.4,0.0,0.0,0.011266157473316746,6786137.028319998,-9645649.592542756
2006-09-11,55.69052,52535354.0,0.0,2925721188.06,0.0,0.0,0.011266157473316746,6786137.028319998,-9645649.592542756
2006-09-12,56.414356,52537454.0,2100.0,2963866629.24,118470.1476,3.997148401727454e-05,0.01221890056472756,1140331.4295199984,-9639726.085162757
2006-09-13,56.72367,52537454.0,0.0,2980117188.83,0.0,0.0,0.011258150151802327,23694.02951999851,-9639726.085162757
2006-09-14,56.737323,52537454.0,0.0,2980834508.11,0.0,0.0,0.0029952934927636025,23694.02951999851,-11040565.885162758
2006-09-15,57.030903,52537454.0,0.0,2996258436.24,0.0,0.0,0.003005264046111241,23694.02951999851,-11040565.885162758
2006-09-18,56.918828,52537454.0,0.0,2990370328.91,0.0,0.0,0.003005264046111241,23694.02951999851,-5474444.285162757
2006-09-19,56.410861,52537454.0,0.0,2963683021.46,0.0,0.0,0.003005264046111241,0.0,-5476540.063637758
2006-09-20,57.187796,53037454.0,500000.0,3033095110.94,28593898.0,0.00942730015186973,0.22858328264780994,5718779.599999999,-1273076.113637757
2006-09-21,57.260992,53037454.0,0.0,3036977211.1,0.0,0.0,0.0011089795777409536,5718779.599999999,-1273076.113637757
2006-09-22,56.504845,53037454.0,0.0,2996873116.38,0.0,0.0,0.0011141712424912347,5718779.599999999,-1273076.113637757
2006-09-25,56.680295,53037454.0,0.0,3006178519.29,0.0,0.0,-0.003130173214179208,5718779.599999999,-1273076.113637757
2006-09-26,57.246343,53038614.0,1160.0,3036266679.91,66405.75788,2.187085815596685e-05,-0.002606269462759227,5732060.751575998,-1276705.699993757
2006-09-27,57.525395,53038614.0,0.0,3051067229.43,0.0,0.0,-0.003134575806905498,13281.15157599851,-1097711.922646007
2006-09-28,57.519891,51638614.0,-1400000.0,2970247442.06,-80527847.4,-0.02711149457102144,-0.6514005281570573,-16092288.328424003,-5124104.292646008
2006-09-29,57.664386,51638614.0,0.0,2977708983.85,0.0,0.0,0.0023250818052986807,-16092288.328424003,-890919.4176460073
2006-10-02,57.6169,51638614.0,0.0,2975256841.82,0.0,0.0,0.0023250818052986807,-16092288.328424003,-890919.4176460073
2006-10-03,57.547341,51640100.0,1486.0,2971750437.74,85515.34872600001,2.8776086861127537e-05,0.0030131559602243336,-16088466.410254803,-2304018.5572897075
2006-10-04,58.067224,51640100.0,0.0,2998597259.51,0.0,0.0,0.002319299633053912,-16088466.410254803,-2583177.907289707
2006-10-05,58.34464,51640100.0,0.0,3012923041.66,0.0,0.0,0.0023197234134977747,17103.069745197023,-2583177.907289707
2006-10-06,58.445619,52140100.0,500000.0,3047360424.32,29222809.5,0.00958954814362692,0.22450027378217216,5861664.969745197,-1122037.432289707
2006-10-09,58.431255,52140100.0,0.0,3046611487.27,0.0,0.0,-0.007563484476201453,5861664.969745197,-1122037.432289707
2006-10-10,58.750828,52141400.0,1300.0,3063350440.02,76376.07639999999,2.4932203446988373e-05,-0.006965161929547619,5859837.115279997,-1124142.135849707
2006-10-11,58.767346,52141400.0,0.0,3064211670.02,0.0,0.0,-0.010912268828167584,5859837.115279997,-1124142.135849707
2006-10-12,59.159204,52141400.0,0.0,3084643700.52,0.0,0.0,-0.0056653262635254055,5859837.115279997,-1124142.135849707
2006-10-13,59.287604,52141400.0,0.0,3091338675.36,0.0,0.0,-0.0056653262635254055,15275.215279997017,-1124142.135849707
2006-10-16,59.41038,52141400.0,0.0,3097740364.9,0.0,0.0,-0.12052922292204235,15275.215279997017,-1124142.135849707
2006-10-17,58.725615,52142900.0,1500.0,3062123890.76,88088.4225,2.876709945205287e-05,-0.11943090560869912,17617.68449999702,-1119737.714724707
2006-10-18,59.375323,52142900.0,0.0,3096001517.95,0.0,0.0,-0.08012435686078961,17617.68449999702,-2549432.614724707
2006-10-19,59.32354,51142900.0,-1000000.0,3033977891.99,-59323540.0,-0.01955305612365205,-1.441385741119566,-11847090.315500002,-5515609.614724707
2006-10-20,59.567277,51142900.0,0.0,3046443307.17,0.0,0.0,-0.06797296494150974,-11847090.315500002,-5515609.614724707
2006-10-23,59.951467,51142900.0,0.0,3066091862.66,0.0,0.0,-0.06797296494150974,-11847090.315500002,-5515609.614724707
2006-10-24,59.995511,51143100.0,200.0,3068356420.09,11999.1022,3.910595953402325e-06,-0.049843262230900486,-11862308.179560002,-5518329.947508707
2006-10-25,60.162365,51143100.0,0.0,3076889843.31,0.0,0.0,-0.0501237455910671,-11862308.179560002,-5518329.947508707
2006-10-26,60.347118,51143100.0,0.0,3086338677.44,0.0,0.0,-0.0501237455910671,2399.8204399970195,-1491937.5775087066
2006-10-27,60.138967,51143100.0,0.0,3075693222.28,0.0,0.0,-0.0501237455910671,2399.8204399970195,-1491937.5775087066
2006-10-30,60.096447,51143100.0,0.0,3073518604.32,0.0,0.0,-0.003235006702242496,2399.8204399970195,-1491937.5775087066
2006-10-31,60.198229,51145500.0,2400.0,3078868516.4,144475.74959999998,4.6924949484016875e-05,0.021374139596790295,28895.149919997017,-1488989.5574650068
2006-11-01,60.418603,51145500.0,0.0,3090139673.59,0.0,0.0,0.017336804852927216,28895.149919997017,-1488989.5574650068
2006-11-02,59.760081,51245500.0,100000.0,3062435207.97,5976008.1,0.001951390868432878,0.1838056203041065,1224096.7699199968,-1190189.1524650068
2006-11-03,59.930994,51245500.0,0.0,3071193742.24,0.0,0.0,0.036976669853224356,1224096.7699199968,-2651329.627465007
2006-11-06,60.789656,49745500.0,-1500000.0,3024011847.94,-91184484.0,-0.030153481065927756,-2.530595421946763,-17012800.03008,-7210553.827465007
2006-11-07,61.09008,49746800.0,1300.0,3039035968.83,79417.104,2.6132334337120346e-05,0.0597582075511539,-17025811.7592,-7210401.776085007
2006-11-08,60.967838,49746800.0,0.0,3032954819.86,0.0,0.0,0.07145334676492926,-17025811.7592,-7210401.776085007
2006-11-09,61.058024,49746800.0,0.0,3037441332.4,0.0,0.0,0.07145334676492926,-18221013.379200004,-7210401.776085007
2006-11-10,61.049073,49746800.0,0.0,3036996037.74,0.0,0.0,0.08868158193563795,-18221013.379200004,-7210401.776085007
2006-11-13,61.393605,48996800.0,-750000.0,3008090203.2,-46045203.75,-0.015307122007517332,-1.2407877576330981,-9193157.329200003,-9512661.963585008
2006-11-14,61.333957,48998200.0,1400.0,3005253474.7,85867.5398,2.8572478335981874e-05,0.11008740166388069,-9191867.242040003,-9512773.007720007
2006-11-15,61.75151,49398200.0,400000.0,3050413438.95,24700604.0,0.008097461047280966,0.8126586850115781,-4251746.442040003,-8277742.807720007
2006-11-16,61.867728,49398200.0,0.0,3056154420.44,0.0,0.0,0.11542941856318412,-4251746.442040002,-5311565.807720006
2006-11-17,61.57301,49398200.0,0.0,3041595857.59,0.0,0.0,0.11542941856318412,-4251746.442040002,-5311565.807720006
2006-11-20,61.956045,49398200.0,0.0,3060517113.25,0.0,0.0,0.11542941856318412,4957294.307959998,-5311565.807720006
2006-11-21,62.033188,49398300.0,100.0,3064334018.59,6203.3188,2.0243611702794557e-06,0.11563023899485389,4941361.463759998,-5311855.596890006
2006-11-22,62.18406,49398300.0,0.0,3071786834.13,0.0,0.0,0.11545037367428204,1240.6637599977648,-5311855.596890006
2006-11-23,62.175354,49398300.0,0.0,3071356804.35,0.0,0.0,0.11545037367428204,1240.6637599977648,-5311855.596890006
2006-11-24,61.567438,49398300.0,0.0,3041326770.19,0.0,0.0,0.11545037367428204,1240.6637599977648,-5311855.596890006
2006-11-27,60.474071,49898300.0,500000.0,3017553357.78,30237035.5,0.010020381386808433,0.9993688323177512,6048647.763759998,-3800003.821890007
2006-11-28,60.315477,49900700.0,2400.0,3009784529.01,144757.1448,4.809551760425008e-05,0.11582344079086598,6076358.528959998,-3799989.7521300064
2006-11-29,61.103712,49900700.0,0.0,3049118004.38,0.0,0.0,0.07047347287283436,6076358.528959998,-3799989.7521300064
2006-11-30,60.578096,48700700.0,-1200000.0,2950195675.7,-72693715.2,-0.02464030294626196,-2.81754339794788,-8462384.511040002,-7733475.9171300065
2006-12-01,59.924376,49300700.0,600000.0,2954313706.34,35954625.6,0.012170212500737769,1.5806982588529972,-1271459.3910400018,-5935744.637130007
2006-12-04,60.443266,49300700.0,0.0,2979895332.27,0.0,0.0,0.13240211270618193,-7318866.491040002,-1376520.4371300067
2006-12-05,61.187773,49202100.0,-98600.0,3010566928.04,-6033114.4178,-0.0020039795035308515,-0.1040937933699439,-8554440.803560002,-1682147.0132200066
2006-12-06,61.156011,49202100.0,0.0,3009004175.51,0.0,0.0,0.15501113389525656,-8554440.803560002,-1682147.0132200066
